ad_type_name,area,price,address,property_legal_document,rooms,toilets
Căn hộ/Chung cư,79,4000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,81,15000000,Hà Nội,đã có sổ,3.0,5.0
Căn hộ/Chung cư,76,1100000000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,81,7500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,77,20000000,Hà Nội,đã có sổ,5.0,3.0
Nhà ở,77,2000000,Hà Nội,đã có sổ,5.0,2.0
Nhà ở,76,24500000000,Hà Nội,đã có sổ,6.0,4.0
Căn hộ/Chung cư,76,4550000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,123,3670000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,78,8900000,Hà Nội,không có sổ,2.0,1.0
Nhà ở,121,18000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,86,14500000000,Hà Nội,đã có sổ,9.0,7.0
Nhà ở,79,7000000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,77,8600000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,77,7900000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,80,7900000000,Phố Giáp Nhị,đã có sổ,3.0,2.0
Căn hộ/Chung cư,77,2250000000,Hà Nội,chưa rõ,2.0,1.0
Nhà ở,80,7000000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,77,19700000000,Hà Nội,đã có sổ,7.0,7.0
Căn hộ/Chung cư,121,950000000,Hà Nội,chưa rõ,2.0,1.0
Nhà ở,75,12900000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,121,2950000111,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,78,3000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,76,9499999999,Hà Nội,đã có sổ,5.0,6.0
Căn hộ/Chung cư,81,4450000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,78,6000000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,75,1390000000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,80,7300000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,86,4650000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,74,12000000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,81,1800000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,89,4250000000,The Golden An Khánh,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,78,8500000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,86,6880000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,81,6500000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,86,11700000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,74,8200000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,123,13000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,75,5450000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,121,8550000000,Hà Nội,đã có sổ,6.0,3.0
Nhà ở,76,5250000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,80,7500000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,89,4500000000,Hà Nội,không có sổ,3.0,4.0
Căn hộ/Chung cư,121,4250000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,79,5000000,Hà Nội,đã có sổ,1.0,1.0
Nhà ở,75,15000000000,Hà Nội,đã có sổ,3.0,5.0
Nhà ở,77,4500000,Hà Nội,đã có sổ,2.0,1.0
Nhà ở,82,4500000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,129,12500000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,75,7900000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,75,7500000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,123,3600000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,75,9500000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,79,6300000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,76,3600000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,74,7950000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,78,11000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,86,14000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,86,18000000000,Hà Nội,đã có sổ,5.0,5.0
Nhà ở,123,5500000,Hà Nội,đã có sổ,3.0,1.0
Nhà ở,121,6280000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,79,8800000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,121,7500000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,78,7500000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,81,5000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,80,6350000000,Hà Nội,đã có sổ,5.0,5.0
Căn hộ/Chung cư,75,9000000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,86,11500000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,123,2350000000,"Xã Đa Tốn, Kiêu Kỵ, Dương Xá và một phần thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,86,4000000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,75,8500000,Hà Nội,không có sổ,2.0,1.0
Căn hộ/Chung cư,121,15500000,Hà Nội,không có sổ,3.0,2.0
Nhà ở,75,6500000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,121,7500000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,121,8860000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,74,7800000000,Hà Nội,đã có sổ,3.0,2.0
Nhà ở,121,5200000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,76,5200000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,82,5000000,Hà Nội,đã có sổ,5.0,1.0
Nhà ở,77,40000000,Hà Nội,đã có sổ,6.0,2.0
Nhà ở,80,7350000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,86,2800000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,80,7000000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,121,16000000,Hà Nội,không có sổ,2.0,2.0
Nhà ở,86,24000000000,Hà Nội,đã có sổ,2.0,2.0
Căn hộ/Chung cư,123,7050000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,78,5500000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,77,1700000000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,81,5000000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,80,9000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,121,6750000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,86,2480000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,76,4700000000,Hà Nội,đã có sổ,2.0,3.0
Nhà ở,129,7000000000,Thụy Phương,đã có sổ,6.0,7.0
Căn hộ/Chung cư,86,13500000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,81,8500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,84,6350000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,89,4500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,76,12000000000,Hà Nội,đã có sổ,11.0,7.0
Nhà ở,92,2980000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,76,3000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,75,22000000000,Hà Nội,đã có sổ,6.0,3.0
Nhà ở,121,7850000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,79,8600000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,129,5100000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,80,6150000000,Ngõ 22 Khuyến Lương,đã có sổ,3.0,4.0
Căn hộ/Chung cư,80,6000000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,76,4290000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,129,12500000000,Hà Nội,đã có sổ,10.0,7.0
Nhà ở,86,8000000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,121,7850000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,80,4000000000,Hà Nội,sổ hồng riêng,3.0,1.0
Nhà ở,80,7800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,76,6260000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,121,28600000000,Hà Nội,đã có sổ,11.0,7.0
Nhà ở,75,37200000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,75,8500000000,Hà Nội,đã có sổ,5.0,5.0
Nhà ở,79,19000000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,80,7100000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,79,16500000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,121,4800000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,121,13000000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,86,13800000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,121,5300000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,80,3600000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,121,6000000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,84,6450000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,75,12200000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,121,12500000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,78,7000000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,75,15000000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,77,11000000000,Hà Nội,đã có sổ,4.0,2.0
Nhà ở,81,5000000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,129,5500000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,80,6350000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,121,14500000,Hà Nội,không có sổ,2.0,2.0
Căn hộ/Chung cư,75,750000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,78,6150000,Hà Nội,chưa rõ,1.0,1.0
Căn hộ/Chung cư,86,7250000000,Hà Nội,sổ hồng riêng,4.0,2.0
Nhà ở,77,11600000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,80,7550000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,81,13200000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,74,7450000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,74,6200000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,78,10000000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,77,7300000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,86,3950000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,76,3900000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,86,5500000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,86,9400000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,81,5450000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,121,6000000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,80,5250000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,75,8000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,80,4700000,Hà Nội,đã có sổ,2.0,1.0
Nhà ở,77,7300000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,76,20000000,Hà Nội,sổ hồng riêng,3.0,1.0
Nhà ở,121,11500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,80,9950000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,75,6800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,76,13300000000,Hà Nội,đã có sổ,8.0,7.0
Nhà ở,74,6850000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,74,7900000000,Hà Nội,đã có sổ,8.0,5.0
Căn hộ/Chung cư,79,8500000000,Hà Nội,đang chờ sổ,3.0,2.0
Nhà ở,80,7000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,75,14500000000,Đê La Thành,đã có sổ,11.0,7.0
Nhà ở,74,8800000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,121,14000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,78,28800000000,Hà Nội,đã có sổ,6.0,6.0
Căn hộ/Chung cư,121,5250000,Hà Nội,chưa rõ,1.0,1.0
Căn hộ/Chung cư,121,9100000000,"Số 29 đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, TP Hà Nội",sổ hồng riêng,3.0,3.0
Căn hộ/Chung cư,80,14800000000,Hà Nội,sổ hồng riêng,11.0,7.0
Nhà ở,79,18000000000,Hà Nội,đã có sổ,6.0,6.0
Nhà ở,81,13500000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,129,4500000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,78,12700000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,80,8500000000,Hà Nội,đã có sổ,5.0,5.0
Nhà ở,80,3000000,Hà Nội,đã có sổ,1.0,1.0
Căn hộ/Chung cư,74,12000000,Hà Nội,không có sổ,2.0,1.0
Nhà ở,86,8900000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,123,25000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,86,7000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,77,9300000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,82,4300000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,77,37000000000,Hà Nội,sổ hồng riêng,11.0,7.0
Nhà ở,81,12800000000,Hà Nội,đã có sổ,4.0,6.0
Căn hộ/Chung cư,75,5400000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,75,11400000000,Phố Trần Quý Cáp,đã có sổ,4.0,5.0
Nhà ở,79,8400000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,79,13500000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,86,5690000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,79,8000000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,77,16000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,86,5250000000,Hà Nội,đã có sổ,5.0,4.0
Căn hộ/Chung cư,77,6200000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,75,22000000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,77,17300000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,84,22000000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,121,31000000000,Hà Nội,đã có sổ,5.0,6.0
Nhà ở,121,16000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,74,12800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,81,13500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,79,11500000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,123,2410000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,77,29000000000,Hà Nội,đã có sổ,6.0,7.0
Căn hộ/Chung cư,76,10800000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,80,9500000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,121,4520000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,121,3700000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,76,3000000,Hà Nội,đã có sổ,1.0,1.0
Nhà ở,74,6900000000,Phố Đội Cấn,đã có sổ,3.0,4.0
Nhà ở,77,8100000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,75,5380000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,75,7290000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,80,5500000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,80,2800000000,Hà Nội,sổ hồng riêng,3.0,3.0
Căn hộ/Chung cư,80,6850000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,81,4000000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,80,5500000000,Hà Nội,đã có sổ,6.0,4.0
Căn hộ/Chung cư,79,6000000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,86,6550000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,75,9500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,79,18000000000,Hà Nội,đã có sổ,11.0,7.0
Nhà ở,121,9600000000,Hà Nội,đã có sổ,4.0,2.0
Nhà ở,81,13800000000,Hà Nội,đã có sổ,3.0,5.0
Nhà ở,81,22500000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,86,3500000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,79,70000000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,80,3250000000,Hà Nội,chưa rõ,2.0,2.0
Căn hộ/Chung cư,121,19000000,Hà Nội,không có sổ,3.0,2.0
Nhà ở,79,7300000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,76,6350000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,86,7000000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,76,10000000,Hà Nội,không có sổ,3.0,2.0
Nhà ở,73,9500000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,78,13500000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,79,15800000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,89,9000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,78,4300000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,121,12900000,Hà Nội,đã có sổ,2.0,3.0
Nhà ở,78,11500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,6000000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,75,3700000000,Hà Nội,đã có sổ,3.0,2.0
Căn hộ/Chung cư,79,4500000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,84,10000000,Hà Nội,không có sổ,2.0,2.0
Nhà ở,86,9000000000,Hà Nội,đã có sổ,8.0,7.0
Căn hộ/Chung cư,80,8000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,121,5250000,Hà Nội,chưa rõ,1.0,1.0
Căn hộ/Chung cư,121,11500000,Hà Nội,không có sổ,2.0,2.0
Căn hộ/Chung cư,77,6600000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,121,19000000,Hà Nội,không có sổ,3.0,2.0
Nhà ở,80,6500000,Hà Nội,đã có sổ,1.0,1.0
Nhà ở,86,6850000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,80,9000000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,77,6600000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,79,6300000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,79,12500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,80,10500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,78,8800000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,79,15500000000,Hà Nội,đã có sổ,6.0,4.0
Căn hộ/Chung cư,78,26500000000,Hà Nội,sổ hồng riêng,10.0,7.0
Nhà ở,76,3350000000,Hà Nội,đã có sổ,2.0,3.0
Nhà ở,77,6000000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,123,2290000000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,78,12000000,Hà Nội,không có sổ,2.0,2.0
Căn hộ/Chung cư,123,6690000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,86,3000000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,74,19200000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,76,23900000000,Hà Nội,đã có sổ,5.0,6.0
Nhà ở,89,5500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,75,7850000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,92,3750000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,81,6800000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,86,6200000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,121,17500000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,121,13500000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,84,7980000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,76,6250000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,123,4500000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,81,6000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,89,4000000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,86,7850000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,121,9400000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,84,5000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,121,6500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,74,8900000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,76,6600000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,78,16500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,80,7000000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,89,5500000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,78,13500000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,77,11500000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,123,3600000000,"Xã Đa Tốn, Kiêu Kỵ, Dương Xá và một phần thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",sổ hồng riêng,2.0,1.0
Nhà ở,80,6500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,78,13500000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,76,5000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,121,9200000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,77,7300000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,80,5350000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,74,7900000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,77,2250000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,84,3800000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,129,6300000,Hà Nội,không có sổ,2.0,1.0
Nhà ở,80,1700000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,73,9000000,Hà Nội,đã có sổ,2.0,2.0
Căn hộ/Chung cư,121,10500000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,79,11500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,79,6500000000,Hà Nội,đã có sổ,6.0,5.0
Căn hộ/Chung cư,78,11000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,129,4000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,76,15350000000,Hà Nội,đã có sổ,8.0,7.0
Nhà ở,81,7000000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,79,36000000000,Hà Nội,đã có sổ,5.0,5.0
Nhà ở,75,13100000000,Hà Nội,đã có sổ,2.0,4.0
Nhà ở,76,7690000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,79,13500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,129,28500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,79,11300000000,Hà Nội,đã có sổ,5.0,6.0
Nhà ở,75,10200000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,81,13500000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,75,7400000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,89,4000000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,75,9500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,86,12000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,89,73000000000,Hà Nội,chưa rõ,5.0,6.0
Căn hộ/Chung cư,86,6000000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,129,14200000000,Hà Nội,đã có sổ,10.0,7.0
Nhà ở,88,5800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,5400000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,89,3724000000,Hà Nội,chưa rõ,2.0,2.0
